future_opt	future	condition	is_impossible_choice	explanation_text	written_explanation	question_choice_order	selected_answer_position	future_choice	future_text	ts_is_same_dataset_start	ts_submitted_	study_id	study	is_correct	is_possible	id
static_ani	Animation charts can easily understandable	static	impossible	more-masters-in-industry	no comments	{'left-not-stat-sig':0,'mystery-work-on-left':1,'more-masters-in-industry':2,'outliers-drive-up-masters':3,'non-grads-on-right':4,'left-more-than-right':5,'many-industry-on-right':6,'none-of-the-above':7}	2	static_ani	Animation charts can easily understandable	2020-09-14 07:45:32	2020-09-14 07:49:23	simpsons_multiple_choice_sanddance	sanddance	TRUE	FALSE	703
static_ani	The static charts with the animations allow for different ways to visualize which aids a deeper understanding, allows for differences across visualization preferences, and makes the data easier to interpret and compare.	stepthru	possible	more-masters-in-industry	Honestly, this seems like the only explanation for the seeming paradox.	{'many-industry-on-right':0,'left-more-than-right':1,'left-not-stat-sig':2,'mystery-work-on-left':3,'outliers-drive-up-masters':4,'non-grads-on-right':5,'more-masters-in-industry':6,'none-of-the-above':7}	6	static_ani	The static charts with the animations allow for different ways to visualize which aids a deeper understanding, allows for differences across visualization preferences, and makes the data easier to interpret and compare.	2020-09-14 08:43:36	2020-09-14 08:49:25	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	704
static_ani	NONE	stepthru	impossible	non-grads-on-right	GOOD	{'left-more-than-right':0,'mystery-work-on-left':1,'outliers-drive-up-masters':2,'non-grads-on-right':3,'more-masters-in-industry':4,'many-industry-on-right':5,'left-not-stat-sig':6,'none-of-the-above':7}	3	static_ani	NONE	2020-09-14 10:42:15	2020-09-14 10:49:26	simpsons_multiple_choice_tibble	tibble	FALSE	FALSE	705
just_static	The animations are not as easy to interpret as the static chart.  I would prefer static, then you could hold mouse over to view animation if you wanted.	static	possible	more-masters-in-industry	None	{'left-more-than-right':0,'more-masters-in-industry':1,'mystery-work-on-left':2,'non-grads-on-right':3,'outliers-drive-up-masters':4,'left-not-stat-sig':5,'many-industry-on-right':6,'none-of-the-above':7}	1	just_static	The animations are not as easy to interpret as the static chart.  I would prefer static, then you could hold mouse over to view animation if you wanted.	2020-09-14 10:42:22	2020-09-14 10:49:35	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	706
static_ani	I like the animations because it makes it more able to process it better.	stepthru	impossible	more-masters-in-industry	Possible there are more people in industry which drives up the salary.	{'outliers-drive-up-masters':0,'mystery-work-on-left':1,'left-more-than-right':2,'more-masters-in-industry':3,'left-not-stat-sig':4,'non-grads-on-right':5,'many-industry-on-right':6,'none-of-the-above':7}	3	static_ani	I like the animations because it makes it more able to process it better.	2020-09-14 10:44:46	2020-09-14 10:49:33	simpsons_multiple_choice_sanddance	sanddance	TRUE	FALSE	707
just_static	i like this animation	static	impossible	more-masters-in-industry	nice	{'outliers-drive-up-masters':0,'more-masters-in-industry':1,'non-grads-on-right':2,'left-more-than-right':3,'many-industry-on-right':4,'mystery-work-on-left':5,'left-not-stat-sig':6,'none-of-the-above':7}	1	just_static	i like this animation	2020-09-14 07:45:20	2020-09-14 07:49:36	simpsons_multiple_choice_sanddance	sanddance	TRUE	FALSE	708
just_static	The animations require more immediate attention from me, whereas the tables I can look at as long as I need to. I find it easier and less distracting to have only the tables.	static	possible	more-masters-in-industry	None	{'many-industry-on-right':0,'more-masters-in-industry':1,'left-not-stat-sig':2,'non-grads-on-right':3,'left-more-than-right':4,'mystery-work-on-left':5,'outliers-drive-up-masters':6,'none-of-the-above':7}	1	just_static	The animations require more immediate attention from me, whereas the tables I can look at as long as I need to. I find it easier and less distracting to have only the tables.	2020-09-14 07:45:16	2020-09-14 07:49:39	simpsons_multiple_choice_tibble	tibble	TRUE	TRUE	709
static_ani	"The animation are distracting, but help explain the supposed ""paradox"".  I enjoy numbers and comparisons, so I quickly saw the most people with Masters work in industry, which makes sense, academia wants ""over-educated"" people and does not recognize real-life practical experience."	static	possible	more-masters-in-industry	None	{'outliers-drive-up-masters':0,'left-more-than-right':1,'more-masters-in-industry':2,'non-grads-on-right':3,'left-not-stat-sig':4,'many-industry-on-right':5,'mystery-work-on-left':6,'none-of-the-above':7}	2	static_ani	The animation are distracting, but help explain the supposed	2020-09-14 07:42:11	2020-09-14 07:49:47	simpsons_multiple_choice_tibble	tibble	TRUE	TRUE	710
static_ani	None	stepthru	impossible	left-more-than-right	n/a	{'left-more-than-right':0,'mystery-work-on-left':1,'more-masters-in-industry':2,'outliers-drive-up-masters':3,'many-industry-on-right':4,'non-grads-on-right':5,'left-not-stat-sig':6,'none-of-the-above':7}	0	static_ani	None	2020-09-14 10:43:00	2020-09-14 10:49:38	simpsons_multiple_choice_tibble	tibble	FALSE	FALSE	711
static_ani	animations help to explain concentrations or distributions of a subset of data and is useful if there are meaningful insights in doing so.  otherwise, a static chart is fine.	stepthru	impossible	more-masters-in-industry	everyone knows academics are paid less than industry.	{'many-industry-on-right':0,'left-not-stat-sig':1,'outliers-drive-up-masters':2,'non-grads-on-right':3,'more-masters-in-industry':4,'mystery-work-on-left':5,'left-more-than-right':6,'none-of-the-above':7}	4	static_ani	animations help to explain concentrations or distributions of a subset of data and is useful if there are meaningful insights in doing so.  otherwise, a static chart is fine.	2020-09-14 07:42:11	2020-09-14 07:50:02	simpsons_multiple_choice_sanddance	sanddance	TRUE	FALSE	712
just_static	I don't gain anything from the animations, they actually take more time to process	static	impossible	mystery-work-on-left	None	{'outliers-drive-up-masters':0,'left-not-stat-sig':1,'more-masters-in-industry':2,'non-grads-on-right':3,'mystery-work-on-left':4,'left-more-than-right':5,'many-industry-on-right':6,'none-of-the-above':7}	4	just_static	I don't gain anything from the animations, they actually take more time to process	2020-09-14 10:48:44	2020-09-14 10:50:07	simpsons_multiple_choice_sanddance	sanddance	FALSE	FALSE	713
static_ani	static data said right chart have more people and well educated and worked in all acadamic and industry and left chart are less compared to right	static	impossible	more-masters-in-industry	in right chart most are work in industry and pay more but the masters salary   less	{'many-industry-on-right':0,'outliers-drive-up-masters':1,'non-grads-on-right':2,'left-not-stat-sig':3,'more-masters-in-industry':4,'left-more-than-right':5,'mystery-work-on-left':6,'none-of-the-above':7}	4	static_ani	static data said right chart have more people and well educated and worked in all acadamic and industry and left chart are less compared to right	2020-09-14 09:43:06	2020-09-14 09:50:06	simpsons_multiple_choice_sanddance	sanddance	TRUE	FALSE	714
just_static	The animations seem unnecessary. I think most people could read the charts and understand how the averages are determined.	stepthru	possible	more-masters-in-industry	Most people with Masters probably work in Industry and people with PhDs work in academia	{'outliers-drive-up-masters':0,'left-not-stat-sig':1,'many-industry-on-right':2,'mystery-work-on-left':3,'left-more-than-right':4,'non-grads-on-right':5,'more-masters-in-industry':6,'none-of-the-above':7}	6	just_static	The animations seem unnecessary. I think most people could read the charts and understand how the averages are determined.	2020-09-14 07:43:19	2020-09-14 07:50:14	simpsons_multiple_choice_tibble	tibble	TRUE	TRUE	715
just_static	None	static	possible	more-masters-in-industry	None	{'mystery-work-on-left':0,'left-not-stat-sig':1,'outliers-drive-up-masters':2,'more-masters-in-industry':3,'many-industry-on-right':4,'non-grads-on-right':5,'left-more-than-right':6,'none-of-the-above':7}	3	just_static	None	2020-09-14 07:49:23	2020-09-14 07:50:16	simpsons_multiple_choice_tibble	tibble	TRUE	TRUE	716
static_ani	I like the animation but I also want to be able to pause it to study certain parts with more detail, heat maps are very nice way to display complicated data.	static	possible	none-of-the-above	the table on the left just averages those from academia and from industry, they might not be perfectly split 50/50 so the average is not in the middle but the salaries are still in the range.	{'mystery-work-on-left':0,'many-industry-on-right':1,'non-grads-on-right':2,'left-not-stat-sig':3,'more-masters-in-industry':4,'left-more-than-right':5,'outliers-drive-up-masters':6,'none-of-the-above':7}	7	static_ani	I like the animation but I also want to be able to pause it to study certain parts with more detail, heat maps are very nice way to display complicated data.	2020-09-14 10:44:37	2020-09-14 10:50:20	simpsons_multiple_choice_tibble	tibble	FALSE	TRUE	717
static_ani	The animation at least gives some sort of indication as to why the disparity might have occurred.	static	possible	more-masters-in-industry	I know of many folks with MBAs who work for various companies and conglomerates who make more than friends with doctorates, so this explanation about the disparity between the two graphs is the only one that appears slightly logical to me.	{'mystery-work-on-left':0,'outliers-drive-up-masters':1,'many-industry-on-right':2,'left-more-than-right':3,'non-grads-on-right':4,'more-masters-in-industry':5,'left-not-stat-sig':6,'none-of-the-above':7}	5	static_ani	The animation at least gives some sort of indication as to why the disparity might have occurred.	2020-09-14 09:45:10	2020-09-14 09:50:21	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	718
just_static	I prefer the static charts because they are simpler and easier to read.	static	impossible	mystery-work-on-left	The chart on the right included those working, which could definitely be reflective of the variance in salary.	{'non-grads-on-right':0,'outliers-drive-up-masters':1,'mystery-work-on-left':2,'left-more-than-right':3,'left-not-stat-sig':4,'many-industry-on-right':5,'more-masters-in-industry':6,'none-of-the-above':7}	2	just_static	I prefer the static charts because they are simpler and easier to read.	2020-09-14 10:42:55	2020-09-14 10:50:24	simpsons_multiple_choice_sanddance	sanddance	FALSE	FALSE	719
just_static	None	static	impossible	more-masters-in-industry	Im figuring that some industries pay more than other ones.	{'left-not-stat-sig':0,'left-more-than-right':1,'more-masters-in-industry':2,'outliers-drive-up-masters':3,'non-grads-on-right':4,'many-industry-on-right':5,'mystery-work-on-left':6,'none-of-the-above':7}	2	just_static	None	2020-09-14 07:46:35	2020-09-14 07:50:31	simpsons_multiple_choice_tibble	tibble	TRUE	FALSE	720
static_ani	None	stepthru	possible	more-masters-in-industry	None	{'many-industry-on-right':0,'non-grads-on-right':1,'left-not-stat-sig':2,'mystery-work-on-left':3,'left-more-than-right':4,'more-masters-in-industry':5,'outliers-drive-up-masters':6,'none-of-the-above':7}	5	static_ani	None	2020-09-14 10:44:15	2020-09-14 10:50:37	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	721
static_ani	Static charts can show a part of the story, but as seen with the animated graphs, a large percentage of people with a masters end up going straight to industry, and a majority of phd students end up sticking to academia.	static	possible	more-masters-in-industry	Many people in academia with a PHD end up staying in academia permanently rather than move on to a position in the industry.	{'many-industry-on-right':0,'mystery-work-on-left':1,'left-not-stat-sig':2,'non-grads-on-right':3,'left-more-than-right':4,'outliers-drive-up-masters':5,'more-masters-in-industry':6,'none-of-the-above':7}	6	static_ani	Static charts can show a part of the story, but as seen with the animated graphs, a large percentage of people with a masters end up going straight to industry, and a majority of phd students end up sticking to academia.	2020-09-14 07:45:20	2020-09-14 07:50:44	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	722
static_ani	well this breaks it down to where you can see the actual statistics involved, much more information to go by.  You can see the division and differences	static	impossible	many-industry-on-right	My thoughts in this are as follows.  In an academia setting thise with PHD's are going to be your professors, those with tenure while thise with Master degrees will be more of your lower level teachers.  On the industry side those with Masters degrees and the high variably woth job types are in more demand then the high leveled PHD holder.	{'left-more-than-right':0,'many-industry-on-right':1,'mystery-work-on-left':2,'non-grads-on-right':3,'outliers-drive-up-masters':4,'more-masters-in-industry':5,'left-not-stat-sig':6,'none-of-the-above':7}	1	static_ani	well this breaks it down to where you can see the actual statistics involved, much more information to go by.  You can see the division and differences	2020-09-14 10:42:38	2020-09-14 10:50:45	simpsons_multiple_choice_sanddance	sanddance	FALSE	FALSE	723
just_static	It is much easier to see how things are shown when grouped individually. It gets more intricate the further in you go.	static	impossible	left-more-than-right	The left chart takes into account all of those with degrees. On the right, it is only those with degrees in acadamia and industry. The overall means of degrees vary by field, so it takes into account the variances.	{'non-grads-on-right':0,'left-more-than-right':1,'more-masters-in-industry':2,'many-industry-on-right':3,'mystery-work-on-left':4,'left-not-stat-sig':5,'outliers-drive-up-masters':6,'none-of-the-above':7}	1	just_static	It is much easier to see how things are shown when grouped individually. It gets more intricate the further in you go.	2020-09-14 10:41:49	2020-09-14 10:50:49	simpsons_multiple_choice_sanddance	sanddance	FALSE	FALSE	724
just_static	Animations are just useless tech, not needed at all.	static	possible	more-masters-in-industry	None	{'outliers-drive-up-masters':0,'left-more-than-right':1,'left-not-stat-sig':2,'many-industry-on-right':3,'more-masters-in-industry':4,'mystery-work-on-left':5,'non-grads-on-right':6,'none-of-the-above':7}	4	just_static	Animations are just useless tech, not needed at all.	2020-09-14 10:48:14	2020-09-14 10:50:54	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	725
static_ani	None	static	possible	more-masters-in-industry	None	{'mystery-work-on-left':0,'left-not-stat-sig':1,'left-more-than-right':2,'outliers-drive-up-masters':3,'non-grads-on-right':4,'many-industry-on-right':5,'more-masters-in-industry':6,'none-of-the-above':7}	6	static_ani	None	2020-09-14 09:48:48	2020-09-14 09:51:05	simpsons_multiple_choice_tibble	tibble	TRUE	TRUE	726
just_static	The animations are completely unnecessary and somewhat distracting.	static	impossible	more-masters-in-industry	None	{'non-grads-on-right':0,'left-more-than-right':1,'many-industry-on-right':2,'left-not-stat-sig':3,'outliers-drive-up-masters':4,'more-masters-in-industry':5,'mystery-work-on-left':6,'none-of-the-above':7}	5	just_static	The animations are completely unnecessary and somewhat distracting.	2020-09-14 10:47:43	2020-09-14 10:51:06	simpsons_multiple_choice_tibble	tibble	TRUE	FALSE	727
just_static	which is quite good	stepthru	possible	mystery-work-on-left	it is really interesting suvey	{'left-not-stat-sig':0,'many-industry-on-right':1,'non-grads-on-right':2,'mystery-work-on-left':3,'more-masters-in-industry':4,'outliers-drive-up-masters':5,'left-more-than-right':6,'none-of-the-above':7}	3	just_static	which is quite good	2020-09-14 14:48:24	2020-09-14 14:51:05	simpsons_multiple_choice_tibble	tibble	FALSE	TRUE	728
just_static	I prefer static charts because they allow me to process the information being presented rather than following an animation.	static	impossible	mystery-work-on-left	None	{'left-more-than-right':0,'outliers-drive-up-masters':1,'left-not-stat-sig':2,'mystery-work-on-left':3,'non-grads-on-right':4,'many-industry-on-right':5,'more-masters-in-industry':6,'none-of-the-above':7}	3	just_static	I prefer static charts because they allow me to process the information being presented rather than following an animation.	2020-09-14 10:44:32	2020-09-14 10:51:24	simpsons_multiple_choice_sanddance	sanddance	FALSE	FALSE	729
static_ani	you get to see the whole process in motion and working	stepthru	impossible	none-of-the-above	None	{'left-more-than-right':0,'many-industry-on-right':1,'left-not-stat-sig':2,'more-masters-in-industry':3,'outliers-drive-up-masters':4,'mystery-work-on-left':5,'non-grads-on-right':6,'none-of-the-above':7}	7	static_ani	you get to see the whole process in motion and working	2020-09-14 10:45:46	2020-09-14 10:51:22	simpsons_multiple_choice_sanddance	sanddance	FALSE	FALSE	730
static_ani	I think it gives an added example to how the data points were derived. I also believe that for some, it would drive home the point by use of graphical data. the visuals would give more weight to the data points and really help with comprehension.	static	possible	more-masters-in-industry	None	{'more-masters-in-industry':0,'non-grads-on-right':1,'left-more-than-right':2,'outliers-drive-up-masters':3,'mystery-work-on-left':4,'many-industry-on-right':5,'left-not-stat-sig':6,'none-of-the-above':7}	0	static_ani	I think it gives an added example to how the data points were derived. I also believe that for some, it would drive home the point by use of graphical data. the visuals would give more weight to the data points and really help with comprehension.	2020-09-14 09:44:07	2020-09-14 09:51:34	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	731
just_static	None	static	impossible	none-of-the-above	None	{'left-not-stat-sig':0,'left-more-than-right':1,'more-masters-in-industry':2,'mystery-work-on-left':3,'outliers-drive-up-masters':4,'many-industry-on-right':5,'non-grads-on-right':6,'none-of-the-above':7}	7	just_static	None	2020-09-14 10:51:04	2020-09-14 10:51:48	simpsons_multiple_choice_tibble	tibble	FALSE	FALSE	732
static_ani	They are very helpful.	stepthru	possible	outliers-drive-up-masters	None	{'many-industry-on-right':0,'left-more-than-right':1,'non-grads-on-right':2,'more-masters-in-industry':3,'left-not-stat-sig':4,'outliers-drive-up-masters':5,'mystery-work-on-left':6,'none-of-the-above':7}	5	static_ani	They are very helpful.	2020-09-14 10:47:01	2020-09-14 10:51:53	simpsons_multiple_choice_tibble	tibble	FALSE	TRUE	733
static_ani	The animations are helpful because they provide more information.	static	possible	outliers-drive-up-masters	None	{'left-not-stat-sig':0,'mystery-work-on-left':1,'many-industry-on-right':2,'more-masters-in-industry':3,'outliers-drive-up-masters':4,'non-grads-on-right':5,'left-more-than-right':6,'none-of-the-above':7}	4	static_ani	The animations are helpful because they provide more information.	2020-09-14 10:44:37	2020-09-14 10:51:54	simpsons_multiple_choice_tibble	tibble	FALSE	TRUE	734
static_ani	With the animated chart it makes sense how the results end up being displayed and with the static chart it feels illogical.	static	impossible	outliers-drive-up-masters	None	{'many-industry-on-right':0,'outliers-drive-up-masters':1,'more-masters-in-industry':2,'non-grads-on-right':3,'left-not-stat-sig':4,'left-more-than-right':5,'mystery-work-on-left':6,'none-of-the-above':7}	1	static_ani	With the animated chart it makes sense how the results end up being displayed and with the static chart it feels illogical.	2020-09-14 09:45:55	2020-09-14 09:52:09	simpsons_multiple_choice_sanddance	sanddance	FALSE	FALSE	735
static_ani	I think the animations take us step by step as to how the results were gathered.  If you don't know a lot about statistics or charts, it's hard to make sense of all the factors involved, without breaking it down, or losing interest.  The animations make things interesting and understandable to people.	static	impossible	mystery-work-on-left	None	{'left-more-than-right':0,'left-not-stat-sig':1,'mystery-work-on-left':2,'many-industry-on-right':3,'outliers-drive-up-masters':4,'more-masters-in-industry':5,'non-grads-on-right':6,'none-of-the-above':7}	2	static_ani	I think the animations take us step by step as to how the results were gathered.  If you don't know a lot about statistics or charts, it's hard to make sense of all the factors involved, without breaking it down, or losing interest.  The animations make things interesting and understandable to people.	2020-09-14 10:42:35	2020-09-14 10:52:11	simpsons_multiple_choice_sanddance	sanddance	FALSE	FALSE	736
just_static	The animations just seem to be needlessly confusing. I didn't even realize there was anything confusing about the static chart. I can go look at the raw numbers if I want more clarification. The animations don't really help in anyway.	static	possible	more-masters-in-industry	Seems pretty obvious unless i'm missing something. Higher average salaries in private industry and and more of the master's degree holders work in private industry while a larger number of PhDs work in academia which is lower paid on average.	{'outliers-drive-up-masters':0,'mystery-work-on-left':1,'left-more-than-right':2,'non-grads-on-right':3,'left-not-stat-sig':4,'many-industry-on-right':5,'more-masters-in-industry':6,'none-of-the-above':7}	6	just_static	The animations just seem to be needlessly confusing. I didn't even realize there was anything confusing about the static chart. I can go look at the raw numbers if I want more clarification. The animations don't really help in anyway.	2020-09-14 07:43:42	2020-09-14 07:52:17	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	737
static_ani	I think it is helpful to see the breakdown of how the information is taken and reduced to its final form.	static	possible	none-of-the-above	The table on the left excludes the industry that each degree-holder works in. Thus, when the average salaries are calculated based solely on the degree obtained, it is possible that Master's degree holders have higher salaries than PhD degree holders. However, when you further divide the salaries by either industry or academia, the results will be different because the higher/lower salary is now based on two factors rather than one.	{'mystery-work-on-left':0,'outliers-drive-up-masters':1,'more-masters-in-industry':2,'many-industry-on-right':3,'left-not-stat-sig':4,'non-grads-on-right':5,'left-more-than-right':6,'none-of-the-above':7}	7	static_ani	I think it is helpful to see the breakdown of how the information is taken and reduced to its final form.	2020-09-14 10:42:40	2020-09-14 10:52:19	simpsons_multiple_choice_tibble	tibble	FALSE	TRUE	738
static_ani	I like to see data move in the direction it is supposed to function.	stepthru	possible	none-of-the-above	The difference is that people with a masters make more money in academia than people with a phd, which is the chart on the left. The chart on the right shows People with a phd tend to make more money in industry, than people with a masters.	{'more-masters-in-industry':0,'outliers-drive-up-masters':1,'left-not-stat-sig':2,'left-more-than-right':3,'many-industry-on-right':4,'non-grads-on-right':5,'mystery-work-on-left':6,'none-of-the-above':7}	7	static_ani	I like to see data move in the direction it is supposed to function.	2020-09-14 10:42:44	2020-09-14 10:52:18	simpsons_multiple_choice_sanddance	sanddance	FALSE	TRUE	739
just_static	I find the animations a little distracting and would rather view the data visualizations straight up as their final product. It does give a nice look into the process of sorting it, but it's just my preference.	stepthru	possible	more-masters-in-industry	There's a higher concentration of PhD's in academia than in the industry, but overall salaries of academia tend to be lower than those in the industry, which tend to just have master's degrees.	{'left-more-than-right':0,'many-industry-on-right':1,'non-grads-on-right':2,'mystery-work-on-left':3,'outliers-drive-up-masters':4,'more-masters-in-industry':5,'left-not-stat-sig':6,'none-of-the-above':7}	5	just_static	I find the animations a little distracting and would rather view the data visualizations straight up as their final product. It does give a nice look into the process of sorting it, but it's just my preference.	2020-09-14 10:43:51	2020-09-14 10:52:22	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	740
just_static	None	stepthru	impossible	outliers-drive-up-masters	None	'{'outliers-drive-up-masters':0,'left-more-than-right':1,'non-grads-on-right':2,'many-industry-on-right':3,'left-not-stat-sig':4,'mystery-work-on-left':5,'more-masters-in-industry':6,'none-of-the-above':7}'	undefined	just_static	None	2020-09-14 09:42:53	2020-09-14 09:52:20	simpsons_multiple_choice_tibble	tibble	FALSE	FALSE	741
just_static	None	stepthru	impossible	mystery-work-on-left	very good	{'many-industry-on-right':0,'mystery-work-on-left':1,'left-not-stat-sig':2,'left-more-than-right':3,'more-masters-in-industry':4,'outliers-drive-up-masters':5,'non-grads-on-right':6,'none-of-the-above':7}	1	just_static	None	2020-09-14 07:49:08	2020-09-14 07:52:23	simpsons_multiple_choice_sanddance	sanddance	FALSE	FALSE	742
static_ani	The animation helps to show how the data was input and makes total sense when its presented in  a step-by-step process.	stepthru	possible	many-industry-on-right	None	{'outliers-drive-up-masters':0,'mystery-work-on-left':1,'non-grads-on-right':2,'left-not-stat-sig':3,'many-industry-on-right':4,'left-more-than-right':5,'more-masters-in-industry':6,'none-of-the-above':7}	4	static_ani	The animation helps to show how the data was input and makes total sense when its presented in  a step-by-step process.	2020-09-14 10:43:07	2020-09-14 10:52:24	simpsons_multiple_choice_sanddance	sanddance	FALSE	TRUE	743
static_ani	yea they are helpful	static	possible	outliers-drive-up-masters	none	{'many-industry-on-right':0,'non-grads-on-right':1,'outliers-drive-up-masters':2,'mystery-work-on-left':3,'left-more-than-right':4,'left-not-stat-sig':5,'more-masters-in-industry':6,'none-of-the-above':7}	2	static_ani	yea they are helpful	2020-09-14 10:46:35	2020-09-14 10:52:24	simpsons_multiple_choice_tibble	tibble	FALSE	TRUE	744
static_ani	I enjoy looking at the animations and feel like they can tell a story of the data in a different way, and creates a mindset where I can think differently.	static	impossible	none-of-the-above	None	{'left-more-than-right':0,'many-industry-on-right':1,'left-not-stat-sig':2,'more-masters-in-industry':3,'outliers-drive-up-masters':4,'non-grads-on-right':5,'mystery-work-on-left':6,'none-of-the-above':7}	7	static_ani	I enjoy looking at the animations and feel like they can tell a story of the data in a different way, and creates a mindset where I can think differently.	2020-09-14 10:50:31	2020-09-14 10:52:27	simpsons_multiple_choice_sanddance	sanddance	FALSE	FALSE	745
just_static	None	static	possible	more-masters-in-industry	None	{'non-grads-on-right':0,'left-not-stat-sig':1,'more-masters-in-industry':2,'left-more-than-right':3,'mystery-work-on-left':4,'outliers-drive-up-masters':5,'many-industry-on-right':6,'none-of-the-above':7}	2	just_static	None	2020-09-14 07:50:56	2020-09-14 07:52:28	simpsons_multiple_choice_tibble	tibble	TRUE	TRUE	746
static_ani	It explains the paradox in the difference in amount of salary between the two charts.	static	impossible	many-industry-on-right	It seems the most plausible to me. I am not a statistician.	{'left-not-stat-sig':0,'outliers-drive-up-masters':1,'many-industry-on-right':2,'more-masters-in-industry':3,'left-more-than-right':4,'mystery-work-on-left':5,'non-grads-on-right':6,'none-of-the-above':7}	2	static_ani	It explains the paradox in the difference in amount of salary between the two charts.	2020-09-14 10:47:19	2020-09-14 10:52:31	simpsons_multiple_choice_sanddance	sanddance	FALSE	FALSE	747
just_static	I do not see any significant benefit to the animations.	stepthru	possible	outliers-drive-up-masters	Without considering certain sub-categories it would not be impossible to the salary numbers to have outliers to drive up the number.	{'outliers-drive-up-masters':0,'mystery-work-on-left':1,'more-masters-in-industry':2,'left-more-than-right':3,'many-industry-on-right':4,'non-grads-on-right':5,'left-not-stat-sig':6,'none-of-the-above':7}	0	just_static	I do not see any significant benefit to the animations.	2020-09-14 09:43:41	2020-09-14 09:52:37	simpsons_multiple_choice_tibble	tibble	FALSE	TRUE	748
static_ani	I prefer the static charts usually, but when comparing data using multiple variables at the same time, this helps way more. You can literally see all parts of the comparison form. It helps immensely in seeing why some of these statistics happen. A static chart would be nice too and it'd show, but this shows a higher depth of detail.	stepthru	possible	more-masters-in-industry	This is the only explanation for the difference, there are more masters people in the high pay range which drives up the overall average. When separated even more, the actual difference between the two degrees shows up truthfully.	{'many-industry-on-right':0,'more-masters-in-industry':1,'left-more-than-right':2,'outliers-drive-up-masters':3,'non-grads-on-right':4,'mystery-work-on-left':5,'left-not-stat-sig':6,'none-of-the-above':7}	1	static_ani	I prefer the static charts usually, but when comparing data using multiple variables at the same time, this helps way more. You can literally see all parts of the comparison form. It helps immensely in seeing why some of these statistics happen. A static chart would be nice too and it'd show, but this shows a higher depth of detail.	2020-09-14 10:43:17	2020-09-14 10:52:38	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	749
static_ani	I love animated charts, but like I said I have training in Stats and Data Science. What is best for the average reader?	static	possible	outliers-drive-up-masters	There are several issues that could come up with grouping. Outliers is only one. I have completed courses in Stats and Data Science.	{'left-not-stat-sig':0,'more-masters-in-industry':1,'mystery-work-on-left':2,'left-more-than-right':3,'many-industry-on-right':4,'outliers-drive-up-masters':5,'non-grads-on-right':6,'none-of-the-above':7}	5	static_ani	I love animated charts, but like I said I have training in Stats and Data Science. What is best for the average reader?	2020-09-14 09:47:54	2020-09-14 09:52:38	simpsons_multiple_choice_sanddance	sanddance	FALSE	TRUE	750
static_ani	I feel like the animations are helpful to do to it showing a more thorough breakdown.	static	possible	more-masters-in-industry	None	{'left-not-stat-sig':0,'mystery-work-on-left':1,'left-more-than-right':2,'more-masters-in-industry':3,'non-grads-on-right':4,'outliers-drive-up-masters':5,'many-industry-on-right':6,'none-of-the-above':7}	3	static_ani	I feel like the animations are helpful to do to it showing a more thorough breakdown.	2020-09-14 09:48:34	2020-09-14 09:52:41	simpsons_multiple_choice_tibble	tibble	TRUE	TRUE	751
static_ani	I like charts but in more simple way to make sure I easily understand everything. But overall I don't think given chart was tough, nope, you just need some time to adapt to it. Overall I liked the way colors has been located on the graph.	stepthru	impossible	mystery-work-on-left	I feel that it depends on the industry they work and one of my questions is about expertise I think years of experience should be also included.	{'mystery-work-on-left':0,'outliers-drive-up-masters':1,'more-masters-in-industry':2,'non-grads-on-right':3,'left-not-stat-sig':4,'left-more-than-right':5,'many-industry-on-right':6,'none-of-the-above':7}	0	static_ani	I like charts but in more simple way to make sure I easily understand everything. But overall I don't think given chart was tough, nope, you just need some time to adapt to it. Overall I liked the way colors has been located on the graph.	2020-09-14 10:44:38	2020-09-14 10:52:43	simpsons_multiple_choice_sanddance	sanddance	FALSE	FALSE	752
just_static	I prefer just static charts.  I think it makes it easier to understand the data.	static	impossible	mystery-work-on-left	None	{'mystery-work-on-left':0,'left-more-than-right':1,'non-grads-on-right':2,'many-industry-on-right':3,'outliers-drive-up-masters':4,'more-masters-in-industry':5,'left-not-stat-sig':6,'none-of-the-above':7}	0	just_static	I prefer just static charts.  I think it makes it easier to understand the data.	2020-09-14 10:49:25	2020-09-14 10:52:57	simpsons_multiple_choice_sanddance	sanddance	FALSE	FALSE	753
static_ani	Static charts explain the Salary of each group people	static	possible	more-masters-in-industry	Most People of master degree will work in industry which will give more money, when compare to left chart people.	{'mystery-work-on-left':0,'left-more-than-right':1,'non-grads-on-right':2,'many-industry-on-right':3,'more-masters-in-industry':4,'left-not-stat-sig':5,'outliers-drive-up-masters':6,'none-of-the-above':7}	4	static_ani	Static charts explain the Salary of each group people	2020-09-14 07:46:55	2020-09-14 07:52:59	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	754
